node_id,metric_result
1232,"[0.94688325 1.41616496 1.47901487 1.49591185 1.50548679 1.51217276
 1.5171413  1.52096546 1.52398902 1.52643334 1.52844683 1.53013215
 1.53156231 1.53279044 1.53385606 1.53478912 1.5356127  1.53634487
 1.53699994 1.53758942 1.53812263 1.53860722 1.53904954 1.53945485
 1.53982759]"
1233,"[0.46807137 0.8175011  0.99733899 1.04644931 1.05819035 1.05851709
 1.05524543 1.05098643 1.04666501 1.04260533 1.03890385 1.0355688
 1.03257542 1.02988864 1.02747232 1.0252929  1.02332055 1.02152935
 1.01989694 1.01840416 1.01703458 1.01577409 1.01461057 1.01353353
 1.0125339 ]"
1234,"[0.58731722 1.14116233 1.3177932  1.39148488 1.42958432 1.45232136
 1.46725916 1.47775843 1.48551319 1.49146141 1.4961613  1.49996448
 1.50310285 1.50573528 1.50797404 1.50990069 1.51157583 1.51304541
 1.51434488 1.515502   1.51653885 1.51747318 1.51831941 1.51908939
 1.51979296]"
1235,"[0.80208488 1.31501469 1.44068974 1.47395311 1.48702708 1.49334763
 1.49681065 1.49887399 1.50017911 1.50104209 1.50163229 1.50204657
 1.50234327 1.50255903 1.50271769 1.50283524 1.50292267 1.50298771
 1.50303588 1.5030712  1.50309667 1.5031145  1.50312638 1.50313361
 1.50313718]"
1236,"[0.95407177 1.35888255 1.4810594  1.5253431  1.54544321 1.55623736
 1.56273907 1.56698706 1.56993443 1.5720757  1.57368877 1.57493998
 1.57593415 1.57674011 1.57740471 1.57796081 1.57843205 1.57883581
 1.57918513 1.57948999 1.5797581  1.57999552 1.58020709 1.58039668
 1.58056747]"
1237,"[0.45473891 1.20756591 1.40057556 1.44248985 1.45418276 1.45766497
 1.45844679 1.45824816 1.4576895  1.45701595 1.45632904 1.45567076
 1.45505705 1.45449218 1.45397521 1.45350299 1.4530716  1.452677
 1.45231536 1.4519832  1.45167736 1.45139508 1.45113389 1.45089165
 1.45066645]"
1238,"[0.47298004 0.81335404 1.02954754 1.11423865 1.15615279 1.18074069
 1.19681118 1.2081067  1.21646824 1.22290206 1.22800311 1.23214513
 1.23557443 1.23845986 1.24092095 1.24304468 1.2448958  1.24652354
 1.24796595 1.24925294 1.25040829 1.25145119 1.25239728 1.25325942
 1.25404829]"
1239,"[0.95146269 1.32609601 1.40998452 1.4333047  1.44221081 1.44640523
 1.44866571 1.45000101 1.45084347 1.45140176 1.45178602 1.4520585
 1.45225637 1.45240284 1.45251296 1.45259679 1.45266125 1.4527112
 1.45275011 1.45278053 1.45280435 1.45282298 1.45283751 1.45284876
 1.45285738]"
1240,"[0.72712073 1.24820981 1.3307126  1.34215124 1.34353787 1.34304888
 1.34222744 1.34142374 1.34071438 1.34010549 1.33958553 1.33914014
 1.33875629 1.3384231  1.33813179 1.3378753  1.33764799 1.3374453
 1.33726354 1.33709971 1.33695134 1.33681637 1.33669309 1.33658007
 1.3364761 ]"
1241,"[0.43040629 1.17450115 1.315988   1.35798206 1.37660091 1.3868474
 1.39326105 1.39762922 1.400786   1.40316946 1.40503049 1.40652271
 1.40774517 1.40876456 1.40962733 1.41036685 1.41100766 1.41156821
 1.41206264 1.41250195 1.41289486 1.41324833 1.41356799 1.41385847
 1.41412358]"
1242,"[1.14561516 1.56452734 1.70547558 1.73096572 1.73279824 1.72939445
 1.72503993 1.72085031 1.71709818 1.71381065 1.71094458 1.70844191
 1.70624706 1.70431181 1.7025958  1.70106571 1.6996941  1.6984584
 1.69733991 1.69632311 1.69539502 1.6945447  1.69376293 1.69304184
 1.69237474]"
1243,"[1.22655155 1.62879507 1.68032978 1.68023588 1.67496331 1.66990528
 1.6656959  1.66226359 1.65945031 1.65711758 1.65515875 1.65349397
 1.65206344 1.65082201 1.64973511 1.64877598 1.64792357 1.64716118
 1.64647538 1.64585526 1.64529187 1.64477781 1.6443069  1.64387395
 1.64347456]"
1244,"[0.59030765 1.20514711 1.37512999 1.43410427 1.46151394 1.47694265
 1.48672737 1.49344702 1.49833015 1.50203121 1.50492893 1.50725698
 1.50916695 1.51076136 1.51211192 1.51327024 1.51427442 1.51515313
 1.51592839 1.51661738 1.51723367 1.51778815 1.51828964 1.51874536
 1.51916128]"
1245,"[0.28577672 0.95951554 1.19783236 1.31222048 1.37757529 1.41898976
 1.44725113 1.46763289 1.48296743 1.4948938  1.50441924 1.51219387
 1.51865473 1.52410579 1.52876466 1.53279103 1.53630464 1.53939698
 1.54213909 1.54458698 1.54678536 1.54877037 1.5505715  1.55221307
 1.55371532]"
1246,"[0.72869354 1.29703761 1.42454839 1.46746714 1.48765706 1.49907358
 1.50630071 1.51123939 1.51480586 1.51749105 1.51957961 1.52124701
 1.52260686 1.52373576 1.52468708 1.5254991  1.52619993 1.52681068
 1.52734748 1.52782284 1.52824663 1.52862674 1.52896953 1.5292802
 1.52956301]"
1247,"[0.88355014 1.51612181 1.65357382 1.6809676  1.68364842 1.68033553
 1.67575105 1.67121522 1.66708825 1.66343388 1.66022344 1.65740349
 1.65491878 1.65271955 1.65076322 1.6490141  1.6474425  1.64602375
 1.64473728 1.64356593 1.64249525 1.64151306 1.64060901 1.63977428
 1.63900129]"
1248,"[0.44863721 0.80244716 0.90168025 0.93492955 0.94977123 0.95793152
 0.9630424  0.96653029 0.96905784 0.97097199 0.97247117 0.97367679
 0.97466725 0.97549535 0.97619793 0.97680151 0.97732562 0.97778498
 0.97819088 0.97855215 0.97887575 0.97916729 0.9794313  0.97967151
 0.979891  ]"
1249,"[0.73718053 1.22193052 1.35669817 1.39952389 1.41902742 1.42999144
 1.43697812 1.4418074  1.44534004 1.44803414 1.4501554  1.45186827
 1.45327993 1.45446316 1.45546909 1.45633469 1.45708733 1.45774772
 1.4583318  1.45885206 1.45931838 1.45973873 1.46011958 1.46046624
 1.4607831 ]"
1250,"[0.47821747 0.91914027 1.09049806 1.13937366 1.15485294 1.15974127
 1.16087069 1.16058895 1.15978658 1.1588234  1.15784872 1.15692321
 1.1560687  1.15528986 1.15458384 1.15394486 1.15336624 1.15284138
 1.15236416 1.15192911 1.15153136 1.15116669 1.15083139 1.15052225
 1.15023648]"
1251,"[0.4898977  1.17476759 1.35020416 1.40825568 1.43098079 1.44091007
 1.44548764 1.44758312 1.44844204 1.44865568 1.44852432 1.44820843
 1.44779704 1.44734084 1.44686913 1.44639892 1.44593994 1.44549758
 1.44507459 1.4446721  1.44429028 1.44392869 1.44358657 1.44326298
 1.44295688]"
1252,"[0.83599345 1.55589138 1.6808062  1.70350541 1.70716923 1.70636175
 1.70448679 1.70248211 1.70061629 1.69895328 1.69749176 1.69621092
 1.6950862  1.69409455 1.69321592 1.69243342 1.69173297 1.69110291
 1.69053351 1.69001671 1.68954572 1.68911487 1.68871933 1.68835501
 1.68801842]"
1253,"[0.82200064 0.96183329 1.30972037 1.45813502 1.53283815 1.57640943
 1.60452137 1.62399937 1.63822129 1.64902803 1.65750036 1.66431123
 1.66990005 1.67456516 1.67851587 1.68190318 1.6848386  1.68740623
 1.68967065 1.69168222 1.69348082 1.69509836 1.69656075 1.69788918
 1.69910116]"
1254,"[0.67900177 1.10130189 1.24316018 1.2957758  1.32365818 1.34114562
 1.3531728  1.36195279 1.36864111 1.37390302 1.37814912 1.38164653
 1.38457651 1.38706632 1.38920791 1.39106935 1.39270209 1.39414573
 1.39543126 1.39658324 1.39762143 1.39856185 1.39941768 1.40019982
 1.40091739]"
1255,"[1.10535095 1.4245976  1.43481005 1.4184317  1.40627175 1.39818603
 1.39266133 1.38872443 1.38580791 1.38357496 1.38181774 1.38040283
 1.37924137 1.37827225 1.37745221 1.37674988 1.37614199 1.37561095
 1.37514324 1.37472829 1.37435776 1.37402493 1.3737244  1.37345171
 1.3732032 ]"
1256,"[0.42959221 0.74452456 0.95272534 1.05050141 1.10193893 1.13312021
 1.15390854 1.16871246 1.17977247 1.18834084 1.19516998 1.2007383
 1.20536409 1.20926716 1.2126041  1.21548942 1.21800876 1.22022745
 1.22219616 1.22395482 1.22553528 1.22696328 1.22825983 1.22944227
 1.23052499]"
1257,"[0.65129175 1.3035473  1.45473241 1.50323135 1.52518205 1.53743489
 1.54522375 1.55061658 1.55457856 1.55761756 1.56002577 1.56198324
 1.56360702 1.56497662 1.56614796 1.56716158 1.5680476  1.56882886
 1.56952306 1.57014407 1.57070296 1.57120866 1.57166846 1.57208837
 1.57247338]"
1258,"[1.00625056 1.33094776 1.29992414 1.28802921 1.29091706 1.29580234
 1.30009141 1.30353553 1.30627714 1.30848249 1.31028309 1.31177554
 1.31302992 1.31409746 1.31501614 1.31581453 1.31651446 1.31713288
 1.31768308 1.31817568 1.31861918 1.31902053 1.31938544 1.31971861
 1.32002401]"
1259,"[1.24548344 1.40668241 1.43500026 1.4523612  1.46413841 1.47193423
 1.47728416 1.48111952 1.48397797 1.48617866 1.48791908 1.48932658
 1.49048637 1.49145734 1.49228137 1.49298894 1.49360278 1.49414011
 1.49461423 1.49503555 1.49541232 1.4957512  1.49605758 1.49633587
 1.49658975]"
1260,"[0.35606369 0.89137622 1.03564098 1.0905722  1.11891549 1.13605842
 1.14749437 1.15564744 1.16174565 1.16647504 1.17024802 1.17332697
 1.17588665 1.17804783 1.17989661 1.181496   1.18289319 1.18412416
 1.18521686 1.18619332 1.18707112 1.18786448 1.18858501 1.18924228
 1.18984427]"
1261,"[0.91898233 1.24016984 1.31432231 1.34043451 1.3535987  1.36148804
 1.36672722 1.37045302 1.37323557 1.37539148 1.37711033 1.37851241
 1.3796777  1.38066137 1.38150273 1.38223054 1.38286629 1.38342638
 1.38392356 1.38436783 1.38476722 1.38512818 1.38545601 1.38575507
 1.38602897]"
1262,"[1.17074481 1.48708789 1.50445878 1.48772917 1.47424585 1.46501686
 1.45860376 1.45397718 1.45051546 1.44784262 1.44572375 1.44400656
 1.44258884 1.44139977 1.44038894 1.43951954 1.43876415 1.43810195
 1.43751685 1.43699621 1.43653003 1.43611024 1.43573028 1.43538478
 1.43506927]"
1263,"[0.41073186 0.7537425  1.03762422 1.14860295 1.20248503 1.23300691
 1.25226009 1.26537549 1.27483051 1.28194625 1.28748408 1.29191077
 1.29552718 1.29853539 1.3010759  1.3032493  1.30512939 1.30677153
 1.30821804 1.3095018  1.31064872 1.31167952 1.31261094 1.31345666
 1.31422796]"
1264,"[0.4242744  0.86380372 1.09435164 1.18087323 1.22102583 1.24273388
 1.25581577 1.26434747 1.27025172 1.27452937 1.27774321 1.28022987
 1.28220112 1.28379581 1.28510828 1.28620453 1.28713199 1.28792546
 1.28861102 1.28920855 1.28973344 1.29019775 1.29061108 1.29098114
 1.2913142 ]"
1265,"[0.40342979 0.41277172 0.41925896 0.42916095 0.43743986 0.44403485
 0.44941302 0.45388481 0.45765271 0.46086083 0.4636174  0.4660059
 0.46809158 0.46992598 0.47155011 0.47299691 0.47429304 0.47546023
 0.47651635 0.47747619 0.4783521  0.47915443 0.47989193 0.48057204
 0.48120113]"
1266,"[1.06310251 1.41545131 1.45296897 1.4749469  1.48814075 1.49625241
 1.50155286 1.50521729 1.50787081 1.50986557 1.51141145 1.5126398
 1.51363641 1.51445937 1.51514921 1.51573499 1.51623804 1.51667434
 1.51705606 1.51739262 1.51769143 1.51795839 1.51819824 1.51841485
 1.51861137]"
1267,"[0.0817403  0.59239472 0.68382117 0.7114752  0.72436261 0.73177818
 0.73659561 0.73997791 0.74248383 0.74441516 0.74594929 0.74719734
 0.74823253 0.74910501 0.74985035 0.75049445 0.7510566  0.75155152
 0.75199058 0.75238272 0.75273508 0.75305343 0.75334245 0.75360602
 0.75384736]"
1268,"[0.22762495 0.83380431 1.0482993  1.14149406 1.19161239 1.22240078
 1.2430704  1.25784355 1.26890168 1.27747684 1.28431431 1.28989006
 1.29452173 1.29842909 1.30176892 1.30465597 1.30717611 1.30939486
 1.31136308 1.3131208  1.31469998 1.31612646 1.31742131 1.3186019
 1.3196827 ]"
1269,"[1.06325884 1.61076107 1.70652549 1.72043772 1.72133891 1.7198194
 1.717987   1.71630629 1.71485852 1.71363012 1.71258763 1.71169785
 1.71093262 1.71026923 1.70968963 1.70917952 1.70872749 1.70832443
 1.70796297 1.7076371  1.70734191 1.70707331 1.70682792 1.70660289
 1.70639581]"
1270,"[6.46460663e-12 6.60821122e-06 2.17194727e-04 7.60874196e-04
 1.34873112e-03 1.83685101e-03 2.21549933e-03 2.50730180e-03
 2.73501043e-03 2.91586085e-03 3.06209241e-03 3.18231541e-03
 3.28264291e-03 3.36748329e-03 3.44007145e-03 3.50282263e-03
 3.55756995e-03 3.60572614e-03 3.64839532e-03 3.68645162e-03
 3.72059522e-03 3.75139309e-03 3.77930885e-03 3.80472508e-03
 3.82796013e-03]"
1271,"[0.2880727  1.09869043 1.30371495 1.37242821 1.39959756 1.41159925
 1.41727621 1.42003872 1.42135522 1.4219153  1.42206559 1.42198991
 1.42178984 1.4215233  1.42122408 1.42091212 1.42059926 1.42029244
 1.41999562 1.41971094 1.41943938 1.41918123 1.41893632 1.41870425
 1.41848446]"
1272,"[0.68679765 1.05036529 1.22959271 1.29632754 1.32716594 1.34423262
 1.35489312 1.36212767 1.36733729 1.37125819 1.3743113  1.37675358
 1.37875033 1.38041248 1.38181714 1.38301954 1.38406023 1.38496964
 1.38577104 1.38648253 1.38711839 1.38769003 1.38820669 1.38867592
 1.38910394]"
1273,"[0.26192372 1.01293519 1.25064131 1.34371808 1.39012062 1.41705197
 1.43434647 1.44627264 1.45494022 1.46149738 1.46661689 1.4707167
 1.47406903 1.47685822 1.47921323 1.48122685 1.48296742 1.48448634
 1.485823   1.48700803 1.48806561 1.48901509 1.48987211 1.49064944
 1.49135763]"
1274,"[0.00239485 0.35944    0.60762694 0.72274789 0.78316047 0.81909249
 0.84257064 0.85899785 0.87109081 0.88034526 0.88764615 0.8935481
 0.89841533 0.90249644 0.9059667  0.90895311 0.91154989 0.91382835
 0.91584347 0.91763828 0.91924696 0.92069696 0.92201061 0.92320625
 0.92429906]"
1275,"[0.4214549  1.03298229 1.14152312 1.15626605 1.15095456 1.14186437
 1.13290397 1.12495633 1.11810636 1.11223502 1.10718834 1.10282477
 1.09902562 1.09569446 1.09275371 1.09014097 1.08780584 1.08570738
 1.08381207 1.08209228 1.08052508 1.0790913  1.07777479 1.07656189
 1.07544093]"
1276,"[0.5269468  0.654284   0.82949719 0.89267485 0.92093816 0.93666984
 0.94665544 0.95355182 0.95860009 0.96245564 0.96549679 0.96795713
 0.96998869 0.97169465 0.97314756 0.97439986 0.97549045 0.97644878
 0.97729754 0.97805451 0.97873384 0.97934688 0.9799029  0.9804095
 0.98087299]"
1277,"[0.86959828 1.20963291 1.31013083 1.3507099  1.37119762 1.38329605
 1.39121429 1.39677653 1.40088875 1.40404831 1.40654978 1.40857821
 1.41025554 1.41166528 1.41286649 1.4139021  1.41480403 1.41559654
 1.41629834 1.41692413 1.41748559 1.41799215 1.41845147 1.41886984
 1.41925251]"
1278,"[0.89213311 1.49772281 1.52592212 1.53317803 1.5430009  1.5511609
 1.55735208 1.56204291 1.5656641  1.56852151 1.57082331 1.57271188
 1.57428641 1.57561751 1.57675655 1.57774163 1.57860157 1.57935848
 1.58002964 1.58062868 1.58116654 1.58165206 1.58209246 1.58249371
 1.58286078]"
1279,"[0.91367773 1.35499499 1.45774987 1.48801589 1.50228691 1.51042237
 1.5155796  1.51909407 1.52162005 1.52351132 1.52497389 1.52613488
 1.52707656 1.52785424 1.52850638 1.52906047 1.52953664 1.52994993
 1.5303118  1.53063113 1.53091487 1.53116857 1.5313967  1.53160288
 1.53179009]"
1280,"[0.61770987 1.18963948 1.33940688 1.38304582 1.40058283 1.4094397
 1.41461952 1.41796242 1.42027554 1.42196072 1.42323784 1.42423625
 1.42503659 1.4256915  1.42623672 1.42669727 1.42709119 1.42743179
 1.42772908 1.42799074 1.42822275 1.42842983 1.42861575 1.42878358
 1.4289358 ]"
1281,"[0.55492073 0.80978163 0.9437667  0.99744547 1.02358438 1.03869829
 1.04845861 1.0552503  1.0602355  1.06404387 1.06704473 1.06946839
 1.07146564 1.07313922 1.07456146 1.07578474 1.07684788 1.07778025
 1.07860449 1.07933829 1.07999573 1.08058808 1.08112454 1.08161263
 1.08205859]"
1282,"[1.01627745 1.43347655 1.51072661 1.53782726 1.55154362 1.55956977
 1.56471669 1.56824439 1.57078758 1.5726948  1.57417086 1.57534291
 1.57629354 1.57707846 1.57773646 1.5782953  1.57877534 1.57919179
 1.57955626 1.57987771 1.58016321 1.58041836 1.58064768 1.58085485
 1.58104286]"
1283,"[1.08993789 1.60823693 1.64809892 1.61423253 1.57759084 1.54763505
 1.52409369 1.5055174  1.49064749 1.47855155 1.46855976 1.46019
 1.4530909  1.44700238 1.44172884 1.43712087 1.43306272 1.42946349
 1.42625094 1.42336698 1.42076444 1.41840465 1.41625563 1.41429069
 1.41248744]"
1284,"[0.53356495 0.74834027 0.86157087 0.93305027 0.98076572 1.01290917
 1.03537208 1.05173419 1.06409954 1.0737369  1.08144208 1.08773431
 1.0929647  1.09737828 1.1011508  1.10441138 1.1072569  1.10976138
 1.11198235 1.11396514 1.11574595 1.11735402 1.11881323 1.12014328
 1.12136053]"
1285,"[0.99588059 1.27947388 1.36017459 1.38442219 1.394411   1.39948454
 1.40244395 1.40434288 1.40564804 1.4065925  1.40730367 1.40785636
 1.408297   1.40865579 1.40895314 1.40920329 1.40941645 1.40960012
 1.40975994 1.4099002  1.41002424 1.41013468 1.41023361 1.41032273
 1.41040341]"
1286,"[1.11259211 1.41052994 1.40750787 1.40668469 1.40980239 1.4131889
 1.41607777 1.41843088 1.42034234 1.42190965 1.42321091 1.42430505
 1.42523599 1.42603666 1.42673198 1.42734107 1.42787878 1.42835679
 1.42878441 1.42916913 1.42951704 1.42983314 1.43012158 1.4303858
 1.43062872]"
1287,"[0.67124616 1.14821698 1.2532964  1.27707038 1.2841349  1.28674463
 1.28783852 1.28832285 1.28853303 1.28861046 1.28862064 1.28859609
 1.28855381 1.28850302 1.28844882 1.28839409 1.28834041 1.28828865
 1.28823924 1.28819237 1.28814806 1.28810627 1.28806688 1.28802978
 1.28799482]"
1288,"[0.63147537 1.13766849 1.26173748 1.30346939 1.32324691 1.33462776
 1.34198339 1.3471148  1.35089271 1.3537876  1.35607529 1.35792795
 1.35945846 1.36074385 1.36183848 1.36278177 1.363603   1.36432437
 1.36496302 1.36553238 1.36604312 1.36650385 1.36692155 1.36730197
 1.36764989]"
1289,"[1.31361757 1.90734975 1.95671558 1.92838162 1.89749338 1.87259909
 1.85320493 1.83796096 1.82576796 1.81583768 1.80761506 1.80070565
 1.79482439 1.78976139 1.78535929 1.78149809 1.77808485 1.77504656
 1.77232511 1.76987374 1.76765438 1.76563576 1.76379196 1.76210131
 1.76054557]"
1290,"[0.75579896 1.49303572 1.61347188 1.63183227 1.63307195 1.63085763
 1.62808832 1.62546624 1.62314558 1.62113058 1.61938636 1.617872
 1.61655012 1.61538915 1.61436311 1.6134508  1.612635   1.61190159
 1.611239   1.61063764 1.61008956 1.60958807 1.60912756 1.60870326
 1.60831111]"
1291,"[0.95882299 1.27236345 1.3191425  1.35892966 1.38631141 1.4051395
 1.41862408 1.42867849 1.43643429 1.44258612 1.4475788  1.45170855
 1.45517955 1.45813674 1.46068572 1.46290515 1.4648548  1.46658087
 1.46811961 1.46949986 1.47074484 1.47187347 1.47290129 1.47384121
 1.47470402]"
1292,"[0.98774123 1.34839028 1.44535283 1.47987625 1.49710974 1.50732118
 1.51401839 1.51872181 1.52219293 1.5248529  1.52695241 1.52864945
 1.53004827 1.53122026 1.53221589 1.53307182 1.53381526 1.53446685
 1.53504248 1.53555461 1.53601313 1.536426   1.53679965 1.53713941
 1.53744965]"
1293,"[0.00050173 0.21195521 0.35966087 0.41056412 0.43264639 0.44408099
 0.45081395 0.45516391 0.45817237 0.4603625  0.46202132 0.46331771
 0.4643568  0.46520715 0.46591523 0.46651356 0.46702554 0.46746842
 0.46785519 0.46819578 0.46849794 0.46876777 0.46901017 0.4692291
 0.46942778]"
1294,"[0.67669877 1.09428697 1.18447589 1.22981059 1.25609955 1.27289702
 1.28445468 1.29285838 1.29923001 1.30422071 1.30823232 1.3115255
 1.3142764  1.3166082  1.31860952 1.32034574 1.3218661  1.32320839
 1.3244021  1.32547055 1.32643243 1.3273029  1.32809438 1.32881713
 1.32947973]"
1295,"[0.53995053 1.09775861 1.26126466 1.30724866 1.32432578 1.332061
 1.33605848 1.33831618 1.33967212 1.34052237 1.34107163 1.34143331
 1.34167377 1.34183357 1.34193845 1.34200524 1.34204522 1.34206612
 1.34207333 1.34207069 1.34206094 1.34204609 1.3420276  1.34200656
 1.34198378]"
1296,"[0.67326693 1.33147069 1.52788844 1.58839153 1.61301705 1.62533343
 1.63239765 1.63685201 1.63986039 1.64200021 1.64358488 1.64479685
 1.64574849 1.6465122  1.64713647 1.64765484 1.64809115 1.64846274
 1.6487825  1.6490602  1.64930335 1.6495178  1.6497082  1.64987825
 1.65003094]"
1297,"[0.5977679  1.42046827 1.61268908 1.65714606 1.66966586 1.67330791
 1.67401002 1.67365002 1.67290914 1.67205635 1.67120208 1.67039097
 1.66963904 1.66894956 1.66832028 1.66774666 1.66722349 1.66674559
 1.66630811 1.66590667 1.66553736 1.66519674 1.66488178 1.66458984
 1.66431859]"
1298,"[0.82379937 1.40245062 1.51539298 1.54457077 1.55378523 1.55683163
 1.55764016 1.55756387 1.55713086 1.55656486 1.5559652  1.55537655
 1.5548183  1.55429777 1.55381648 1.55337317 1.55296538 1.55259018
 1.55224461 1.55192583 1.5516312  1.55135837 1.55110518 1.55086973
 1.55065034]"
1299,"[1.01708329 1.53616591 1.63614712 1.65602011 1.66019029 1.66076302
 1.66046695 1.66000535 1.65956641 1.65919353 1.65888827 1.65864124
 1.65844161 1.65827977 1.6581479  1.65803981 1.6579507  1.65787681
 1.6578152  1.65776358 1.65772013 1.65768341 1.65765225 1.65762574
 1.65760312]"
1300,"[0.38147465 0.79650947 0.98880192 1.03912718 1.05666905 1.06441637
 1.06846688 1.07085378 1.07238821 1.07344099 1.07420039 1.07477019
 1.07521144 1.07556211 1.07584681 1.07608217 1.07627973 1.07644776
 1.07659232 1.07671793 1.07682805 1.07692533 1.07701187 1.07708935
 1.0771591 ]"
1301,"[1.26697114 1.54419898 1.5611787  1.55988903 1.56105123 1.56238222
 1.56333729 1.56395957 1.56435406 1.56460054 1.56475133 1.56483976
 1.56488711 1.56490715 1.56490892 1.56489847 1.56487988 1.56485595
 1.56482861 1.56479922 1.56476871 1.56473775 1.5647068  1.56467618
 1.56464611]"
